Coral,Dredge,Direction,Transect,Site,Habitat,Species,WPD,PM.norm,PM,Mortality.norm,Mortality,Bleaching.norm,Bleaching,Disease.norm,Disease,PB.norm,PB,Buried.norm,Buried,Comments,Oct.13,Nov.13,Dec.13,Jan.14,Feb.14,Mar.14,Apr.14,May.14,Jun.14,Jul.14,Aug.14,Sep.14,Oct.14,Nov.14,Dec.14,Jan.15,Feb.15,Mar.15,Jun.15,Jul.15
R2SC2-LR-1-3,control,S,48,17,2,ACER,,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2SC2-LR-1-4,control,S,48,17,2,MMEA,Susceptible,1,0,0,1,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-1-5,control,S,48,17,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-1-6,control,S,48,17,2,ACER,,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2SC2-LR-1-7,control,S,48,17,2,MMEA,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-2-1,control,S,49,17,2,MMEA,Susceptible,1,0,0,1,0,1,0,1,1,0,1,0,Sep.14,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,DIS,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-2-2,control,S,49,17,2,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,DEAD,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-2-3,control,S,49,17,2,MMEA,Susceptible,1,0,0,1,0,1,0,1,1,0,1,0,Oct.14,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-2-4,control,S,49,17,2,AAGA,,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-2-5,control,S,49,17,2,DCLI,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-2-6,control,S,49,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-2-7,control,S,49,17,2,MMEA,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-2-8,control,S,49,17,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-1,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-2,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-3,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-4,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-5,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-6,control,S,50,17,2,CNAT,,1,0,0,1,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-3-7,control,S,50,17,2,MCAV,Susceptible,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-8,control,S,50,17,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC2-LR-3-9,control,S,50,17,2,MMEA,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2SC2-LR-3-10,control,S,50,17,2,DSTR,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD,NORM
R2N2-LR-1-1,channel,N,51,18,2,SINT,Not Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-2,channel,N,51,18,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-3,channel,N,51,18,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-4,channel,N,51,18,2,SSID,Not Susceptible,0,1,0,1,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BUR,DEAD,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BUR,NORM
R2N2-LR-1-5,channel,N,51,18,2,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2N2-LR-1-6,channel,N,51,18,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-7,channel,N,51,18,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-8,channel,N,51,18,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-9,channel,N,51,18,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-1-10,channel,N,51,18,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-2-1,channel,N,52,18,2,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-2-2,channel,N,52,18,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-2-3,channel,N,52,18,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-2-4,channel,N,52,18,2,MCAV,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2N2-LR-2-5,channel,N,52,18,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-2-6,channel,N,52,18,2,AGA SP,,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-1,channel,N,53,18,2,MDEC,,0,1,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS
R2N2-LR-3-2,channel,N,53,18,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-3,channel,N,53,18,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-4,channel,N,53,18,2,MCAV,Susceptible,1,0,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM
R2N2-LR-3-5,channel,N,53,18,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-6,channel,N,53,18,2,SSID,Not Susceptible,1,0,0,1,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2N2-LR-3-7,channel,N,53,18,2,SINT,Not Susceptible,1,0,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-8,channel,N,53,18,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N2-LR-3-9,channel,N,53,18,2,DSTO,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-1,control,N,54,19,2,MMEA,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD
R2NC3-LR-3-2,control,N,54,19,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-3,control,N,54,19,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-4,control,N,54,19,2,SINT,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB
R2NC3-LR-3-5,control,N,54,19,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-6,control,N,54,19,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-7,control,N,54,19,2,DSTO,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD
R2NC3-LR-3-8,control,N,54,19,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-9,control,N,54,19,2,DSTO,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC3-LR-3-10,control,N,54,19,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-1,channel,S,55,20,3,SBOU,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,DEAD,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-2,channel,S,55,20,3,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-3,channel,S,55,20,3,SSID,Not Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-4,channel,S,55,20,3,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-5,channel,S,55,20,3,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-1-6,channel,S,55,20,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-2-1,channel,S,56,20,3,DSTO,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R3S1-CP-2-2,channel,S,56,20,3,SSID,Not Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-2-3,channel,S,56,20,3,MMEA,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R3S1-CP-2-4,channel,S,56,20,3,MCAV,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R3S1-CP-2-5,channel,S,56,20,3,MMEA,Susceptible,1,0,0,1,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R3S1-CP-2-6,channel,S,56,20,3,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-1,channel,S,57,20,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-2,channel,S,57,20,3,MMEA,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD
R3S1-CP-3-3,channel,S,57,20,3,SSID,Not Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-4,channel,S,57,20,3,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-5,channel,S,57,20,3,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-6,channel,S,57,20,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S1-CP-3-7,channel,S,57,20,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-1,channel,S,58,21,3,SINT,Not Susceptible,1,0,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-2,channel,S,58,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-3,channel,S,58,21,3,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-4,channel,S,58,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-5,channel,S,58,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-1-6,channel,S,58,21,3,SBOU,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R3S2-LR-1-7,channel,S,58,21,3,SBOU,Susceptible,1,0,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM
R3S2-LR-2-1,channel,S,59,21,3,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-2,channel,S,59,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-3,channel,S,59,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-4,channel,S,59,21,3,SINT,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-5,channel,S,59,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-6,channel,S,59,21,3,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-7,channel,S,59,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-2-8,channel,S,59,21,3,MMEA,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD,NORM,NORM,NORM
R3S2-LR-3-1,channel,S,60,21,3,PAST,Not Susceptible,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-3-2,channel,S,60,21,3,SBOU,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-3-3,channel,S,60,21,3,MMEA,Susceptible,0,1,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R3S2-LR-3-4,channel,S,60,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-3-5,channel,S,60,21,3,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-3-6,channel,S,60,21,3,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R3S2-LR-3-7,channel,S,60,21,3,DLAB,,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD,NORM
